question_id	task_id	language	ai_response	ai_response_format	sql	data_was_returned	correct
S001_7_1_2	1	French	"{""sql"":""SELECT lineage, COUNT(*) FROM metadata WHERE region = 'Asia' AND date BETWEEN '2022-01-01' AND '2022-12-31' GROUP BY lineage ORDER BY COUNT(*) DESC LIMIT 5;""}"	json	"SELECT lineage, COUNT(*) FROM metadata WHERE region = 'Asia' AND date BETWEEN '2022-01-01' AND '2022-12-31' GROUP BY lineage ORDER BY COUNT(*) DESC LIMIT 5;"	TRUE	yes
S001_7_1_3	1	French	"{""sql"":""SELECT lineage, COUNT(*) FROM metadata WHERE region = 'Asia' AND date BETWEEN '2022-01-01' AND '2022-12-31' GROUP BY lineage ORDER BY COUNT(*) DESC LIMIT 5;""}"	json	"SELECT lineage, COUNT(*) FROM metadata WHERE region = 'Asia' AND date BETWEEN '2022-01-01' AND '2022-12-31' GROUP BY lineage ORDER BY COUNT(*) DESC LIMIT 5;"	TRUE	yes
S001_7_2_1	2	French	"{""sql"":""select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;""}"	json	"select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;"	TRUE	yes
S001_7_2_2	2	French	"{""sql"":""select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;""}"	json	"select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;"	TRUE	yes
S001_7_2_3	2	French	"{""sql"":""select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;""}"	json	"select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;"	TRUE	yes
S001_7_3_1	3	French	"{""sql"":""select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;""}"	json	"select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;"	TRUE	yes
S001_7_3_2	3	French	"{""sql"":""select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;""}"	json	"select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;"	TRUE	yes
S001_7_3_3	3	French	"{""sql"":""select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;""}"	json	"select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;"	TRUE	yes
S001_7_4_1	4	French	"{""sql"":""select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;""}"	json	"select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;"	TRUE	yes
S001_7_4_2	4	French	"{""sql"":""select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() >= 0.9;""}"	json	"select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() >= 0.9;"	TRUE	yes
S001_7_4_3	4	French	"{""sql"":""select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() >= 0.9;""}"	json	"select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() >= 0.9;"	TRUE	yes
S001_7_5_1	5	French	"{""sql"":""select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');""}"	json	select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');	TRUE	yes
S001_7_5_2	5	French	"{""sql"":""select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');""}"	json	select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');	TRUE	yes
S001_7_5_3	5	French	"{""sql"":""select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-') group by lineage having count(*) > 1;""}"	json	select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-') group by lineage having count(*) > 1;	TRUE	no
S001_7_6_1	6	French	"AI: {""sql"":""select division from metadata where lineage = 'XBB.1' and country = 'USA';""}"	contains_single_json	select division from metadata where lineage = 'XBB.1' and country = 'USA';	TRUE	no
S001_7_6_2	6	French	"AI: {""sql"":""select division from metadata where lineage = 'XBB.1' group by division;""}"	contains_single_json	select division from metadata where lineage = 'XBB.1' group by division;	TRUE	no
S001_7_6_3	6	French	"AI: {""sql"":""select division from metadata where lineage = 'XBB.1' order by date limit 1;""}"	contains_single_json	select division from metadata where lineage = 'XBB.1' order by date limit 1;	FALSE	no
S001_8_1_1	1	Afrikaans	"{""sql"":""select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;""}"	json	"select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;"	TRUE	yes
S001_8_1_2	1	Afrikaans	"{""sql"":""select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;""}"	json	"select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;"	TRUE	yes
S001_8_1_3	1	Afrikaans	"{""sql"":""select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;""}"	json	"select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;"	TRUE	yes
S001_8_2_1	2	Afrikaans	"{""sql"":""select date_trunc('month', date), count(*) from metadata where country = 'Brazil' group by month;""}"	json	"select date_trunc('month', date), count(*) from metadata where country = 'Brazil' group by month;"	TRUE	yes
S001_8_2_2	2	Afrikaans	"{""sql"":""select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;""}"	json	"select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;"	TRUE	yes
S001_8_2_3	2	Afrikaans	"{""sql"":""select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;""}"	json	"select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;"	TRUE	yes
S001_8_3_1	3	Afrikaans	"{""sql"":""select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;""}"	json	"select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;"	TRUE	yes
S001_8_3_2	3	Afrikaans	"AI: {""sql"":""select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;""}"	contains_single_json	"select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;"	TRUE	yes
S001_8_3_3	3	Afrikaans	"{""sql"":""select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;""}"	json	"select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;"	TRUE	yes
S001_8_4_1	4	Afrikaans	"{""sql"":""select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;""}"	json	"select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;"	TRUE	yes
S001_8_4_2	4	Afrikaans	"{""sql"":""select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;""}"	json	"select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;"	TRUE	yes
S001_8_4_3	4	Afrikaans	"{""sql"":""select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;""}"	json	"select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;"	TRUE	yes
S001_8_5_1	5	Afrikaans	"AI: {""sql"":""select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');""}"	contains_single_json	select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');	TRUE	yes
S001_8_5_2	5	Afrikaans	"Ik begrijp uw vraag. Hier is de SQL-query die u zoekt:

{""sql"":""select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');"" }"	contains_single_json	select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');	TRUE	yes
S001_8_5_3	5	Afrikaans	"AI: {""sql"":""select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');""}"	contains_single_json	select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');	TRUE	yes
S001_8_6_1	6	Afrikaans	"{""sql"":""select division from metadata where lineage = 'XBB.1' group by division, date having count(*) > 0 order by date limit 1;""}"	json	"select division from metadata where lineage = 'XBB.1' group by division, date having count(*) > 0 order by date limit 1;"	TRUE	yes
S001_8_6_2	6	Afrikaans	"AI: {""sql"":""select division from metadata where lineage = 'XBB.1' group by division, date having count(*) > 0 order by date limit 1;""}"	contains_single_json	"select division from metadata where lineage = 'XBB.1' group by division, date having count(*) > 0 order by date limit 1;"	TRUE	yes
S001_8_6_3	6	Afrikaans	"AI: {""sql"":""select division from metadata where lineage = 'XBB.1' group by division, date having count(*) > 0 order by date limit 1;""}"	contains_single_json	"select division from metadata where lineage = 'XBB.1' group by division, date having count(*) > 0 order by date limit 1;"	TRUE	yes
S001_9_1_1	1	English	"{""sql"":""SELECT lineage, COUNT(*) FROM metadata WHERE region = 'Asia' AND date BETWEEN '2022-01-01' AND '2022-12-31' GROUP BY lineage ORDER BY COUNT(*) DESC LIMIT 5;""}"	json	"SELECT lineage, COUNT(*) FROM metadata WHERE region = 'Asia' AND date BETWEEN '2022-01-01' AND '2022-12-31' GROUP BY lineage ORDER BY COUNT(*) DESC LIMIT 5;"	TRUE	yes
S001_9_1_2	1	English	"Here's your SQL query:

```
SELECT lineage, COUNT(*) AS count
FROM metadata
WHERE region = 'Asia' AND date BETWEEN '2022-01-01' AND '2022-12-31'
GROUP BY lineage
ORDER BY count DESC
LIMIT 5;
```

And here's the JSON response:

```
{
    ""sql"": ""SELECT lineage, COUNT(*) AS count\nFROM metadata\nWHERE region = 'Asia' AND date BETWEEN '2022-01-01' AND '2022-12-31'\nGROUP BY lineage\nORDER BY count DESC\nLIMIT 5;""
}
```"	contains_single_json	"SELECT lineage, COUNT(*) AS count
FROM metadata
WHERE region = 'Asia' AND date BETWEEN '2022-01-01' AND '2022-12-31'
GROUP BY lineage
ORDER BY count DESC
LIMIT 5;"	TRUE	yes
S001_9_1_3	1	English	"{""sql"":""SELECT lineage, COUNT(*) FROM metadata WHERE region = 'Asia' AND date BETWEEN '2022-01-01' AND '2022-12-31' GROUP BY lineage ORDER BY COUNT(*) DESC LIMIT 5;""}"	json	"SELECT lineage, COUNT(*) FROM metadata WHERE region = 'Asia' AND date BETWEEN '2022-01-01' AND '2022-12-31' GROUP BY lineage ORDER BY COUNT(*) DESC LIMIT 5;"	TRUE	yes
S001_9_2_1	2	English	"{""sql"":""select date_trunc('month', date) as month, avg(count(*)) from metadata where country = 'Brazil' group by month;""}"	json	"select date_trunc('month', date) as month, avg(count(*)) from metadata where country = 'Brazil' group by month;"	FALSE	no
S001_9_2_2	2	English	"{""sql"":""select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;""}"	json	"select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;"	TRUE	yes
S001_9_2_3	2	English	"Here's the SQL query to answer your question:

```
select date_trunc('month', date) as month, avg(count) as mean_sequences
from (
    select date, count(*) as count
    from metadata
    where country = 'Brazil'
    group by date
) as counts
group by month;
```

This query first groups the sequences by date and counts the number of sequences for each date. Then, it calculates the mean number of sequences per month by grouping the counts by month and taking the average. The result will be a table with two columns: ""month"" and ""mean_sequences"". 

Here's the JSON response:

```
{
    ""sql"": ""select date_trunc('month', date) as month, avg(count) as mean_sequences from ( select date, count(*) as count from metadata where country = 'Brazil' group by date ) as counts group by month;""
}
```"	contains_single_json	"select date_trunc('month', date) as month, avg(count) as mean_sequences from ( select date, count(*) as count from metadata where country = 'Brazil' group by date ) as counts group by month;"	FALSE	no
S001_9_3_1	3	English	"{""sql"":""SELECT country, COUNT(*) FROM metadata WHERE lineage = 'B.1.1.7' GROUP BY country;""}"	json	"SELECT country, COUNT(*) FROM metadata WHERE lineage = 'B.1.1.7' GROUP BY country;"	TRUE	yes
S001_9_3_2	3	English	"{""sql"":""SELECT country, COUNT(*) FROM metadata WHERE lineage = 'B.1.1.7' GROUP BY country;""}"	json	"SELECT country, COUNT(*) FROM metadata WHERE lineage = 'B.1.1.7' GROUP BY country;"	TRUE	yes
S001_9_3_3	3	English	"AI: {""sql"":""select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;""}"	contains_single_json	"select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;"	TRUE	yes
S001_9_4_1	4	English	"{""sql"":""select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;""}"	json	"select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;"	TRUE	yes
S001_9_4_2	4	English	"{""sql"":""select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() >= 0.9;""}"	json	"select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() >= 0.9;"	TRUE	yes
S001_9_4_3	4	English	"{""sql"":""select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() >= 0.9;""}"	json	"select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() >= 0.9;"	TRUE	yes
S001_9_5_1	5	English	"{""sql"":""select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');""}"	json	select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');	TRUE	yes
S001_9_5_2	5	English	"{""sql"":""select * from metadata where aa_S_501 = 'Y' and ((aa_S_69 = '-' and aa_S_70 != '-') or (aa_S_69 != '-' and aa_S_70 = '-'))""}"	json	select * from metadata where aa_S_501 = 'Y' and ((aa_S_69 = '-' and aa_S_70 != '-') or (aa_S_69 != '-' and aa_S_70 = '-'))	FALSE	no
S001_9_5_3	5	English	"{""sql"":""select * from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');""}"	json	select * from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');	FALSE	no
S001_9_6_1	6	English	"AI: {""sql"":""select division from metadata where lineage = 'XBB.1' and country = 'USA' order by date limit 1;""}"	contains_single_json	select division from metadata where lineage = 'XBB.1' and country = 'USA' order by date limit 1;	FALSE	yes
S001_9_6_2	6	English	I'm sorry	not_parsable		FALSE	no
S001_9_6_3	6	English	"{""sql"":""select division from metadata where lineage = 'XBB.1' and country = 'USA' order by date limit 1;""}"	json	select division from metadata where lineage = 'XBB.1' and country = 'USA' order by date limit 1;	FALSE	yes
S001_10_1_1	1	German	"{""error"":""The LAPIS database only contains information about SARS-CoV-2 sequences, samples, variants, and mutations. It does not contain information about COVID-19 cases or variants by year or region. Therefore, I cannot answer your question.""}"	json		FALSE	no
S001_10_1_2	1	German	"{""sql"":""SELECT lineage, COUNT(*) FROM metadata WHERE region = 'Asia' AND date BETWEEN '2022-01-01' AND '2022-12-31' GROUP BY lineage ORDER BY COUNT(*) DESC LIMIT 5;""}"	json	"SELECT lineage, COUNT(*) FROM metadata WHERE region = 'Asia' AND date BETWEEN '2022-01-01' AND '2022-12-31' GROUP BY lineage ORDER BY COUNT(*) DESC LIMIT 5;"	TRUE	yes
S001_10_1_3	1	German	"AI: {""error"":""Die Frage kann nicht mit der LAPIS-Datenbank beantwortet werden, da sie keine Informationen über Covid-Varianten enthält. Es enthält nur Informationen über SARS-CoV-2-Sequenzen, Proben, Varianten und Mutationen.""}"	contains_single_json		FALSE	no
S001_10_2_1	2	German	"{""sql"":""select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;""}"	json	"select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;"	TRUE	yes
S001_10_2_2	2	German	"Ja, hier ist die SQL-Abfrage, um Ihre Frage zu beantworten:

{""sql"":""select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;""}

Dies gibt die Anzahl der Sequenzen pro Monat in Brasilien zurück."	contains_single_json	"select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;"	TRUE	yes
S001_10_2_3	2	German	"{""sql"":""select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;""}"	json	"select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;"	TRUE	yes
S001_10_3_1	3	German	"{""sql"":""select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;""}"	json	"select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;"	TRUE	yes
S001_10_3_2	3	German	"{""sql"":""select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;""}"	json	"select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;"	TRUE	yes
S001_10_3_3	3	German	"{""sql"":""select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;""}"	json	"select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;"	TRUE	yes
S001_10_4_1	4	German	"{""sql"":""select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;""}"	json	"select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;"	TRUE	yes
S001_10_4_2	4	German	"{""sql"":""select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;""}"	json	"select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;"	TRUE	yes
S001_10_4_3	4	German	"AI: {""sql"":""select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;""}"	contains_single_json	"select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;"	TRUE	yes
S001_10_5_1	5	German	"{""sql"":""select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');""}"	json	select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');	TRUE	yes
S001_10_5_2	5	German	"{""sql"":""select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');""}"	json	select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');	TRUE	yes
S001_10_5_3	5	German	"{""sql"":""select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');""}"	json	select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');	TRUE	yes
S001_10_6_1	6	German	"{""sql"":""select division from metadata where lineage = 'XBB.1' and country = 'USA' order by date limit 1;""}"	json	select division from metadata where lineage = 'XBB.1' and country = 'USA' order by date limit 1;	FALSE	yes
S001_10_6_2	6	German	"{""sql"":""select division from metadata where lineage = 'XBB.1' group by division, date having count(*) > 0 order by date limit 1;""}"	json	"select division from metadata where lineage = 'XBB.1' group by division, date having count(*) > 0 order by date limit 1;"	TRUE	yes
S001_10_6_3	6	German	"AI: {""sql"":""select division from metadata where lineage = 'XBB.1' order by date_submitted limit 1;""}"	contains_single_json	select division from metadata where lineage = 'XBB.1' order by date_submitted limit 1;	FALSE	no
S001_11_1_1	1	中文	"{""sql"":""SELECT lineage, COUNT(*) FROM metadata WHERE region = 'Asia' AND date BETWEEN '2022-01-01' AND '2022-12-31' GROUP BY lineage ORDER BY COUNT(*) DESC LIMIT 5;""}"	json	"SELECT lineage, COUNT(*) FROM metadata WHERE region = 'Asia' AND date BETWEEN '2022-01-01' AND '2022-12-31' GROUP BY lineage ORDER BY COUNT(*) DESC LIMIT 5;"	TRUE	yes
S001_11_1_2	1	中文	"{""sql"":""SELECT lineage, COUNT(*) FROM metadata WHERE date BETWEEN '2022-01-01' AND '2022-12-31' AND region = 'Asia' GROUP BY lineage ORDER BY COUNT(*) DESC LIMIT 5;""}"	json	"SELECT lineage, COUNT(*) FROM metadata WHERE date BETWEEN '2022-01-01' AND '2022-12-31' AND region = 'Asia' GROUP BY lineage ORDER BY COUNT(*) DESC LIMIT 5;"	TRUE	yes
S001_11_2_1	2	中文	"{""sql"":""select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;""}"	json	"select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;"	TRUE	yes
S001_11_2_2	2	中文	"{""sql"":""select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;""}"	json	"select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;"	TRUE	yes
S001_11_2_3	2	中文	"AI: {""error"":""该问题无法使用LAPIS数据库的查询语言回答。""} (This question cannot be answered with the LAPIS database query language.)"	contains_single_json		FALSE	no
S001_11_3_1	3	中文	"{""sql"":""select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;""}"	json	"select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;"	TRUE	yes
S001_11_3_2	3	中文	"{""sql"":""SELECT country, COUNT(*) FROM metadata WHERE lineage = 'B.1.1.7' GROUP BY country;""}"	json	"SELECT country, COUNT(*) FROM metadata WHERE lineage = 'B.1.1.7' GROUP BY country;"	TRUE	yes
S001_11_4_1	4	中文	"{""sql"":""select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;""}"	json	"select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;"	TRUE	yes
S001_11_4_2	4	中文	"{""sql"":""select mutation, proportion() from aa_mutations where aa_S_501 = 'N' and aa_S_982 = 'A' and aa_D_1118 = 'H' and aa_A_570 = 'D' and aa_P_681 = 'H' and aa_T_716 = 'I' and aa_S_982 = 'A' and aa_D_1118 = 'H' and proportion() > 0.9;""}"	json	"select mutation, proportion() from aa_mutations where aa_S_501 = 'N' and aa_S_982 = 'A' and aa_D_1118 = 'H' and aa_A_570 = 'D' and aa_P_681 = 'H' and aa_T_716 = 'I' and aa_S_982 = 'A' and aa_D_1118 = 'H' and proportion() > 0.9;"	FALSE	no
S001_11_4_3	4	中文	"{""sql"":""select mutation from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;""}"	json	select mutation from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;	TRUE	yes
S001_11_5_1	5	中文	"{""sql"":""select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');""}"	json	select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');	TRUE	yes
S001_11_5_2	5	中文	"{""sql"":""select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');""}"	json	select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');	TRUE	yes
S001_11_6_1	6	中文	"AI: {""sql"":""select division from metadata where lineage = 'XBB.1' and country = 'USA' order by date limit 1;""}"	contains_single_json	select division from metadata where lineage = 'XBB.1' and country = 'USA' order by date limit 1;	FALSE	yes
S001_11_6_2	6	中文	"AI: {""sql"":""select division from metadata where lineage = 'XBB.1' and country = 'USA' order by date limit 1;""}"	contains_single_json	select division from metadata where lineage = 'XBB.1' and country = 'USA' order by date limit 1;	FALSE	yes
