question_id	task_id	language	ai_response	ai_response_format	sql	data_was_returned	correct
S001_7_6_1	6	French	"{""sql"":""select division, count(*) from metadata where country = 'USA' and lineage = 'XBB.1' group by division;""}"	json	"select division, count(*) from metadata where country = 'USA' and lineage = 'XBB.1' group by division;"	TRUE	no
S001_7_6_2	6	French	"{""sql"":""select division, count(*) from metadata where lineage = 'XBB.1' and country = 'USA' group by division order by count(*) desc limit 1;""}"	json	"select division, count(*) from metadata where lineage = 'XBB.1' and country = 'USA' group by division order by count(*) desc limit 1;"	TRUE	no
S001_7_6_3	6	French	"{""sql"":""select division, date from metadata where lineage = 'XBB.1' and country = 'USA' order by date limit 1;""}"	json	"select division, date from metadata where lineage = 'XBB.1' and country = 'USA' order by date limit 1;"	TRUE	yes
S001_8_1_1	1	Afrikaans	"{""sql"":""select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;""}"	json	"select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;"	TRUE	yes
S001_8_1_2	1	Afrikaans	"{""sql"":""select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;""}"	json	"select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;"	TRUE	yes
S001_8_1_3	1	Afrikaans	"{""sql"":""select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;""}"	json	"select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;"	TRUE	yes
S001_8_2_1	2	Afrikaans	"{""sql"":""select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;""}"	json	"select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;"	TRUE	yes
S001_8_2_2	2	Afrikaans	"{""sql"":""select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;""}"	json	"select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;"	TRUE	yes
S001_8_2_3	2	Afrikaans	"{""sql"":""select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;""}"	json	"select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;"	TRUE	yes
S001_8_3_1	3	Afrikaans	"{""sql"":""select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;""}"	json	"select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;"	TRUE	yes
S001_8_3_2	3	Afrikaans	"{""sql"":""select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;""}"	json	"select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;"	TRUE	yes
S001_8_3_3	3	Afrikaans	"{""sql"":""select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;""}"	json	"select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;"	TRUE	yes
S001_8_4_1	4	Afrikaans	"{""sql"":""select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;""}"	json	"select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;"	TRUE	yes
S001_8_4_2	4	Afrikaans	"{""sql"":""select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;""}"	json	"select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;"	TRUE	yes
S001_8_4_3	4	Afrikaans	"{""sql"":""select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;""}"	json	"select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;"	TRUE	yes
S001_8_5_1	5	Afrikaans	"{""sql"":""select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');""}"	json	select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');	TRUE	yes
S001_8_5_2	5	Afrikaans	"{""sql"":""select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');""}"	json	select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');	TRUE	yes
S001_8_5_3	5	Afrikaans	"{""sql"":""select count(*) from metadata where aa_N_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');""}"	json	select count(*) from metadata where aa_N_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');	FALSE	no
S001_8_6_1	6	Afrikaans	"{""sql"":""select division from metadata where lineage = 'XBB.1' and country = 'USA' order by date limit 1;""}"	json	select division from metadata where lineage = 'XBB.1' and country = 'USA' order by date limit 1;	FALSE	yes
S001_8_6_2	6	Afrikaans	"{""sql"":""select division from metadata where lineage = 'XBB.1' and country = 'USA' order by date limit 1;""}"	json	select division from metadata where lineage = 'XBB.1' and country = 'USA' order by date limit 1;	FALSE	yes
S001_8_6_3	6	Afrikaans	"{""sql"":""select division from metadata where lineage = 'XBB.1' and region = 'North America' or region = 'South America' order by date limit 1;""}"	json	select division from metadata where lineage = 'XBB.1' and region = 'North America' or region = 'South America' order by date limit 1;	FALSE	yes
S001_9_1_1	1	English	"{""sql"":""select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;""}"	json	"select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;"	TRUE	yes
S001_9_1_2	1	English	"{""sql"":""select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;""}"	json	"select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;"	TRUE	yes
S001_9_1_3	1	English	"{""sql"":""select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;""}"	json	"select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;"	TRUE	yes
S001_9_2_1	2	English	"{""sql"":""select date_trunc('month', date) as month, count(*)/count(distinct date_trunc('month', date)) as avg_sequences_per_month from metadata where country = 'Brazil' group by month;""}"	json	"select date_trunc('month', date) as month, count(*)/count(distinct date_trunc('month', date)) as avg_sequences_per_month from metadata where country = 'Brazil' group by month;"	FALSE	no
S001_9_2_2	2	English	"{""sql"":""select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;""}"	json	"select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;"	TRUE	yes
S001_9_2_3	2	English	"{""sql"":""select date_trunc('month', date) as month, count(*)/count(distinct(date_trunc('month', date))) as mean_sequences from metadata where country = 'Brazil' group by month order by month;""}"	json	"select date_trunc('month', date) as month, count(*)/count(distinct(date_trunc('month', date))) as mean_sequences from metadata where country = 'Brazil' group by month order by month;"	FALSE	no
S001_9_3_1	3	English	"{""sql"":""select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;""}"	json	"select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;"	TRUE	yes
S001_9_3_2	3	English	"{""sql"":""select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;""}"	json	"select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;"	TRUE	yes
S001_9_3_3	3	English	"{""sql"":""select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;""}"	json	"select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;"	TRUE	yes
S001_9_4_1	4	English	"{""sql"":""select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() >= 0.9;""}"	json	"select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() >= 0.9;"	TRUE	yes
S001_9_4_2	4	English	"{""sql"":""select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() >= 0.9;""}"	json	"select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() >= 0.9;"	TRUE	yes
S001_9_4_3	4	English	"{""sql"":""select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() >= 0.9;""}"	json	"select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() >= 0.9;"	TRUE	yes
S001_9_5_1	5	English	"{""sql"":""select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = 'V');""}"	json	select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = 'V');	TRUE	no
S001_9_5_2	5	English	"{""sql"":""select * from metadata where aa_S_501 = 'Y' and ((aa_S_69 = '-' and aa_S_70 != '-') or (aa_S_69 != '-' and aa_S_70 = '-'));""}"	json	select * from metadata where aa_S_501 = 'Y' and ((aa_S_69 = '-' and aa_S_70 != '-') or (aa_S_69 != '-' and aa_S_70 = '-'));	FALSE	no
S001_9_5_3	5	English	"{""sql"":""select * from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');""}"	json	select * from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');	FALSE	no
S001_9_6_1	6	English	"{""sql"":""select division, date from metadata where lineage = 'XBB.1' and country = 'USA' order by date limit 1;""}"	json	"select division, date from metadata where lineage = 'XBB.1' and country = 'USA' order by date limit 1;"	TRUE	yes
S001_9_6_2	6	English	"{""sql"":""select division, date from metadata where lineage = 'XBB.1' and country = 'USA' order by date limit 1;""}"	json	"select division, date from metadata where lineage = 'XBB.1' and country = 'USA' order by date limit 1;"	TRUE	yes
S001_9_6_3	6	English	"{""sql"":""select division, date from metadata where lineage = 'XBB.1' and country = 'USA' order by date limit 1;""}"	json	"select division, date from metadata where lineage = 'XBB.1' and country = 'USA' order by date limit 1;"	TRUE	yes
S001_10_1_1	1	German	"{""sql"":""select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;""}"	json	"select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;"	TRUE	yes
S001_10_1_2	1	German	"{""sql"":""select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;""}"	json	"select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;"	TRUE	yes
S001_10_1_3	1	German	"{""sql"":""select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;""}"	json	"select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;"	TRUE	yes
S001_10_2_1	2	German	"{""sql"":""select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;""}"	json	"select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;"	TRUE	yes
S001_10_2_2	2	German	"{""sql"":""select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;""}"	json	"select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;"	TRUE	yes
S001_10_2_3	2	German	"{""sql"":""select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;""}"	json	"select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;"	TRUE	yes
S001_10_3_1	3	German	"{""sql"":""select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;""}"	json	"select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;"	TRUE	yes
S001_10_3_2	3	German	"{""sql"":""select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;""}"	json	"select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;"	TRUE	yes
S001_10_3_3	3	German	"{""sql"":""select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;""}"	json	"select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;"	TRUE	yes
S001_10_4_1	4	German	"{""sql"":""select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;""}"	json	"select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;"	TRUE	yes
S001_10_4_2	4	German	"{""sql"":""select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;""}"	json	"select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;"	TRUE	yes
S001_10_4_3	4	German	"{""sql"":""select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;""}"	json	"select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;"	TRUE	yes
S001_10_5_1	5	German	"{""sql"":""select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');""}"	json	select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');	TRUE	yes
S001_10_5_2	5	German	"{""sql"":""select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');""}"	json	select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');	TRUE	yes
S001_10_5_3	5	German	"{""sql"":""select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');""}"	json	select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');	TRUE	yes
S001_10_6_1	6	German	"{""sql"":""select division, date from metadata where lineage = 'XBB.1' and country = 'USA' order by date limit 1;""}"	json	"select division, date from metadata where lineage = 'XBB.1' and country = 'USA' order by date limit 1;"	TRUE	yes
S001_10_6_2	6	German	"{""sql"":""select division, date from metadata where lineage = 'XBB.1' and country = 'USA' order by date limit 1;""}"	json	"select division, date from metadata where lineage = 'XBB.1' and country = 'USA' order by date limit 1;"	TRUE	yes
S001_10_6_3	6	German	"{""sql"":""select division from metadata where lineage = 'XBB.1' and country = 'USA' order by date_submitted limit 1;""}"	json	select division from metadata where lineage = 'XBB.1' and country = 'USA' order by date_submitted limit 1;	FALSE	yes
S001_11_1_1	1	中文	"{""sql"":""select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;""}"	json	"select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;"	TRUE	yes
S001_11_1_2	1	中文	"{""sql"":""select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;""}"	json	"select lineage, count(*) from metadata where region = 'Asia' and date between '2022-01-01' and '2022-12-31' group by lineage order by count(*) desc limit 5;"	TRUE	yes
S001_11_2_1	2	中文	"{""sql"":""select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;""}"	json	"select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;"	TRUE	yes
S001_11_2_2	2	中文	"{""sql"":""select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;""}"	json	"select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;"	TRUE	yes
S001_11_2_3	2	中文	"{""sql"":""select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;""}"	json	"select date_trunc('month', date) as month, count(*) from metadata where country = 'Brazil' group by month;"	TRUE	yes
S001_11_3_1	3	中文	"{""sql"":""select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;""}"	json	"select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;"	TRUE	yes
S001_11_3_2	3	中文	"{""sql"":""select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;""}"	json	"select country, count(*) from metadata where lineage = 'B.1.1.7' group by country;"	TRUE	yes
S001_11_4_1	4	中文	"{""sql"":""select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() >= 0.9;""}"	json	"select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() >= 0.9;"	TRUE	yes
S001_11_4_2	4	中文	"{""sql"":""select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;""}"	json	"select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;"	TRUE	yes
S001_11_4_3	4	中文	"{""sql"":""select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;""}"	json	"select mutation, proportion() from aa_mutations where lineage = 'B.1.1.7' group by mutation having proportion() > 0.9;"	TRUE	yes
S001_11_5_1	5	中文	"{""sql"":""select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');""}"	json	select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');	TRUE	yes
S001_11_5_2	5	中文	"{""sql"":""select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');""}"	json	select count(*) from metadata where aa_S_501 = 'Y' and (aa_S_69 = '-' or aa_S_70 = '-');	TRUE	yes
S001_11_6_1	6	中文	"{""sql"":""select division, date from metadata where lineage = 'XBB.1' and country = 'USA' order by date limit 1;""}"	json	"select division, date from metadata where lineage = 'XBB.1' and country = 'USA' order by date limit 1;"	TRUE	yes
S001_11_6_2	6	中文	"{""sql"":""select division, date from metadata where lineage = 'XBB.1' and country = 'USA' order by date limit 1;""}"	json	"select division, date from metadata where lineage = 'XBB.1' and country = 'USA' order by date limit 1;"	TRUE	yes
